image_path                                           ,class_name       ,benefit
images/1Hibiscus rosa-sinensis(HRS)/class1_83.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_84.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_85.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_86.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_87.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_88.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_89.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_90.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_91.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_92.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_93.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_94.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_95.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_96.jpg    ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_97.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_98.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_99.jpg     ,Gumamela         ,
images/1Hibiscus rosa-sinensis(HRS)/class1_100.jpg     ,Gumamela         ,
images/2Psidium guajava(PG)/class2_1.jpg             ,Guava            ,Guava leaves offer many benefits including improved digestion reduced blood sugar levels better heart health antibacterial and anti-inflammatory properties boosted immunity and clear skin.
images/2Psidium guajava(PG)/class2_2.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_3.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_4.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_5.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_6.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_7.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_8.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_9.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_10.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_11.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_12.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_13.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_14.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_15.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_16.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_17.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_18.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_19.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_20.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_21.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_22.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_23.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_24.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_25.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_26.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_27.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_28.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_29.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_30.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_31.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_32.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_33.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_34.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_35.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_36.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_37.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_38.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_39.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_40.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_41.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_42.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_43.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_44.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_45.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_46.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_47.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_48.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_49.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_50.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_51.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_52.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_53.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_54.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_55.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_56.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_57.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_58.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_59.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_60.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_61.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_62.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_63.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_64.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_65.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_66.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_67.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_68.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_69.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_70.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_71.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_72.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_73.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_74.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_75.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_76.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_77.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_78.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_79.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_80.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_81.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_82.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_83.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_84.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_85.jpg             ,Guava            ,
images/2Psidium guajava(PG)/class2_86.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_87.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_88.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_89.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_90.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_91.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_92.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_93.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_94.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_95.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_96.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_97.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_98.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_99.jpg            ,Guava            ,
images/2Psidium guajava(PG)/class2_100.jpg            ,Guava            ,
images/3Antidesma bunius(AB)/class3_1.jpg            ,Bignay           ,Bignay is rich in antioxidants supports heart health aids digestion helps with weight management and has anti-inflammatory properties.
images/3Antidesma bunius(AB)/class3_2.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_3.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_4.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_5.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_6.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_7.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_8.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_9.jpg            ,Bignay           ,
images/3Antidesma bunius(AB)/class3_10.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_11.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_12.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_13.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_14.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_15.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_16.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_17.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_18.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_19.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_20.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_21.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_22.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_23.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_24.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_25.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_26.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_27.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_28.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_29.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_30.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_31.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_32.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_33.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_34.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_35.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_36.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_37.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_38.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_39.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_40.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_41.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_42.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_43.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_44.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_45.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_46.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_47.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_48.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_49.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_50.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_51.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_52.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_53.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_54.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_55.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_56.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_57.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_58.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_59.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_60.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_61.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_62.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_63.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_64.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_65.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_66.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_67.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_68.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_69.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_70.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_71.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_72.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_73.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_74.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_75.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_76.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_77.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_78.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_79.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_80.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_81.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_82.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_83.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_84.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_85.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_86.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_87.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_88.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_89.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_90.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_91.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_92.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_93.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_94.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_95.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_96.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_97.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_98.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_99.jpg           ,Bignay           ,
images/3Antidesma bunius(AB)/class3_100.jpg          ,Bignay           ,
images/4Vitex negundo(VN)/class4_1.jpg               ,Lagundi          ,The Verbenaceae family  like Lagundi is known for its anti-inflammatory and antibacterial properties helping with cough fever pain relief and wound healing.
images/4Vitex negundo(VN)/class4_2.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_3.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_4.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_5.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_6.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_7.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_8.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_9.jpg               ,Lagundi          ,
images/4Vitex negundo(VN)/class4_10.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_11.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_12.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_13.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_14.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_15.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_16.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_17.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_18.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_19.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_20.jpg              ,Lagundi          ,
images/4Vitex negundo(VN)/class4_21.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_22.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_23.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_24.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_25.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_26.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_27.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_28.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_29.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_30.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_31.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_32.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_33.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_34.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_35.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_36.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_37.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_38.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_39.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_40.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_41.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_42.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_43.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_44.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_45.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_46.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_47.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_48.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_49.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_50.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_51.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_52.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_53.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_54.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_55.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_56.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_57.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_58.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_59.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_60.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_61.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_62.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_63.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_64.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_65.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_66.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_67.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_68.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_69.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_70.jpg              ,Lagundi          ,  
images/4Vitex negundo(VN)/class4_71.jpg              ,Lagundi          ,  
